audio_danceability,audio_energy,audio_valence,audio_tempo,audio_acousticness,audio_instrumentalness,audio_speechiness,audio_loudness,lyrics_lexical_diversity,lyrics_word_count,lyrics_avg_word_length,lyrics_vader_compound,lyrics_vader_positive,lyrics_vader_negative,lyrics_vader_neutral,lyrics_textblob_polarity,lyrics_textblob_subjectivity,top10,chart_position,weeks_on_chart,decade
-2.2673426862584716,-2.4863594637620596,0.15412410979225416,-1.274624317767982,4.901491072628095,1.0360577280148324,-0.9555482636184319,-2.395653111822497,1.2070317913161526,-0.2219335821157585,-0.09784735072890782,-2.2189109172922787,-1.0249035483041693,3.736517296252028,-0.7386824777161447,-2.2189109172922787,0.8079163479502998,1,1,1,1970s
-1.1681126633048176,-2.0417851716047735,0.26253042907285257,-1.0605606325531496,-0.23120816866262336,1.846472952579335,-1.5076771857946147,-1.9658527728820336,-0.5225391607280305,-0.18876975551737424,-0.24908052104018,-0.5171046697836242,-0.7966755183938032,-0.33926776563150624,1.0091688127592322,-0.5171046697836242,-0.7691211672777782,1,2,1,1970s
-1.0673295697098089,-1.2905653392620884,0.45059255787241465,-0.6777159647650837,3.9765578845389356,-1.0487673993267914,1.5772851319117651,-1.239597242016894,-1.0763436621322056,6.187463611354329,1.3264845702774082,-0.2945859312235901,-0.521155142042714,-0.33926776563150624,0.7174332626256067,-0.2945859312235901,-0.2986514431311084,1,3,1,1970s
0.18401441310814104,0.125089527088039,0.7095482697370781,-0.36931331571358594,0.7590424851694193,0.9926696719819256,-0.9259883542205771,0.1290130265335352,0.9978334517162366,-0.20632707548122473,0.41517118954349874,0.021089410044777285,-0.13028923387761873,-0.33926776563150624,0.3035637613669462,0.021089410044777285,-0.6678683897830481,1,4,1,1970s
-0.40665188204603736,0.263929954815482,-1.239427228631602,-0.1949987749453481,-0.23120816866262336,-1.0487673993267914,1.5772851319117651,0.26323955278256483,1.54331349535309,-0.12341750898526409,1.558616908697667,0.8506757152305758,0.8968958584863426,-0.33926776563150624,-0.7840741548501915,0.8506757152305758,1.2928227506397991,1,5,1,1970s
-1.7022394898167563,-0.7387057571598603,0.43529975978809965,-1.0605606325531496,-0.23120816866262336,1.0892547732799474,-0.9917909530138205,-0.7060768841839574,-0.37282891810112967,0.049229470659265744,-0.1107711197397224,-0.38574138009489567,-0.6340228660914851,-0.33926776563150624,0.8369435798071554,-0.38574138009489567,-0.03750152042310608,1,6,1,1970s
-1.3391550956606921,-0.8606669802849144,0.4191294798658244,-1.0605606325531496,-0.23120816866262336,0.7132567314657291,-0.7356267210563096,-0.8239851302554515,0.040903061776763366,-0.12146669565594737,-0.2609803505202868,1.9634898481962475,2.274770686950703,-0.33926776563150624,-2.2430409159332236,1.9634898481962475,0.5480810574856426,1,7,1,1970s
-0.6618117446610005,-0.4042227490090539,0.8246465254677109,0.43253357182030777,-0.23120816866262336,-1.0487673993267914,1.5772851319117651,-0.38270931028433813,0.4640839824517777,-0.1526797089250149,0.25882279919495593,1.1010151295159836,1.2068635047428764,-0.33926776563150624,-1.1122842966984452,1.1010151295159836,0.27178754868700933,1,8,1,1970s
-1.314312532482936,-0.8243719207610065,0.29251341050781976,-1.629358424695419,3.524235590331872,2.0517305359784785,-1.6475174119596123,-0.7888962167477825,-1.200498875224622,-0.120491288991289,-1.5275615267512737,0.5402548415166696,0.5125359771282398,-0.33926776563150624,-0.3770935789583562,0.5402548415166696,-0.3097132536820181,1,9,1,1970s
0.19362705756931103,0.8291487884943077,0.802896262214458,-0.36931331571358594,-0.23120816866262336,-1.0487673993267914,1.0962723742869165,0.8096752117404284,-0.04551743134168182,-0.15365511558967326,-0.2865646191008816,0.28184893499317637,0.19258048449232865,-0.33926776563150624,-0.03830777698388056,0.28184893499317637,-0.7511859892736767,1,10,1,1970s
-0.4541925795989422,0.4872423235214793,0.8417814255439948,-0.004837457743634556,-0.23120816866262336,0.16629953834737118,-0.3629894897219253,0.47913087500386564,-0.06301076021467053,-0.08927827572222147,-0.5304645825623747,-0.03163164267310698,-0.19556789032002053,-0.33926776563150624,0.37268425619721074,-0.03163164267310698,-1.1665914475177572,0,11,1,1970s
-0.9810860869008909,-2.6771974271333403,0.3009504093740891,-0.5296826932203648,-0.23120816866262336,0.6365638506829305,-0.6833765210086142,-2.5801492079455377,0.9717694602258138,-0.11756506899731392,1.0071561442475623,1.4202651782713533,1.6021555783560477,-0.33926776563150624,-1.530840456087724,1.4202651782713533,1.3651901697377373,0,12,1,1970s
-0.5227884679995111,0.030218805152571034,0.48778569510562986,-1.274624317767982,1.9687094464236192,1.5898936008398197,-1.332871880273942,0.03729501862640179,1.2462079588602584,-0.21510573546314998,-0.5698719242251314,-0.36347044405365336,-0.6064472258578486,-0.33926776563150624,0.8077450331138406,-0.36347044405365336,-0.3638529835577546,0,13,1,1970s
-0.23024092065353044,-0.009024512100741056,0.8770440494663385,0.43253357182030777,-0.23120816866262336,1.6149153229239317,-1.3499189643199225,-0.0006441770359839175,0.28539608916539666,-0.22778602210370866,0.21981823753144267,0.18644180265995963,0.0744483704190049,-0.33926776563150624,0.08677675485384292,0.18644180265995963,0.6407397819142546,0,14,1,1970s
0.4262778747870018,0.5735326648394083,1.4307100979129552,2.4944255683360343,-0.23120816866262336,-1.0487673993267914,1.336683170432739,0.5625536428066713,-0.6537057776359112,0.019967270719514922,-0.8426061279730543,0.9354202428812659,1.001825646885777,-0.33926776563150624,-0.8951793658314154,0.9354202428812659,0.6535134904720425,0,15,1,1970s
-0.9089329288137288,0.29625549492002,0.5999014200409959,-0.9420610925235101,-0.23120816866262336,0.03297103889318423,-0.2721539297920551,0.29449086069320873,0.3137573229909498,-0.17901568887079064,0.22146288118487387,-1.1951101678487284,-1.0249035483041693,0.9867047283895952,0.603582343660019,-1.1951101678487284,0.9156373023975822,0,16,1,1970s
0.0846878372877791,0.702579674874126,0.9713923890648015,0.43253357182030777,-0.23120816866262336,1.5184041655166387,-1.2841667428634467,0.6873122031432015,0.4977111326571544,-0.1282945423085559,-0.7515565639987142,1.1886339245158757,1.3153521809326627,-0.33926776563150624,-1.2271578463453343,1.1886339245158757,0.7851123949162203,0,17,1,1970s
0.13644069156473454,-0.469571614354713,-1.191679179850299,0.43253357182030777,-0.23120816866262336,-1.0487673993267914,1.5471209928577134,-0.4458865226657548,2.6086174661524506,-0.3555642951739539,-0.7092246965853035,-1.822949229337582,-1.0249035483041693,2.673009160980944,-0.219552710871194,-1.822949229337582,-0.7067379394374229,0,18,1,1970s
-0.8944236787931,-0.40285061428210217,-1.1828329480708593,0.43253357182030777,-0.23120816866262336,0.5607467633857809,-0.6317229915300586,-0.3813827739075852,-1.3073763095133715,-0.179991095535449,-1.1616208427533685,3.8261914497666187,4.581148341325118,-0.33926776563150624,-4.685155588996182,3.8261914497666187,-1.3929534456813333,0,22,1,1970s
-0.6169196244108709,1.0911855916557418,0.6284544214958343,-1.274624317767982,-0.23120816866262336,0.6269679337281528,-0.6768389053210749,1.0630040901763742,-0.5966772673231607,-0.09708152903948834,-0.5208406130788962,-0.9818087973386108,-1.0249035483041693,0.41380146602160633,0.8832333657389392,-0.9818087973386108,-0.6746551365480977,0,23,1,1970s
-1.1359877775763276,-0.09587730652781677,-0.9459567500378095,1.281547923326783,0.6643964639913076,1.485110946964798,-1.2614843594165144,-0.0846107066829048,1.9855489252479508,-0.059040669117812285,1.3310911387497228,0.8918952376990971,0.9479334403863279,-0.33926776563150624,-0.8381154465697875,0.8918952376990971,0.6014723755900169,0,24,1,1970s
