title,artist,year,chart_position,weeks_on_chart,tempo,energy,loudness,danceability,acousticness,speechiness,instrumentalness,valence
stuck on you,lionel richie,1984,32,1,129.19921875,0.3054132734026227,-29.310535430908203,0.1855906397104263,0.0,0.2892263233661651,0.5661605149507523,0.709366694859096
i guess thats why they call it the blues,elton john,1984,33,1,80.74951171875,0.6357714516775949,-17.74799919128418,0.1933501809835434,0.0,0.2287597358226776,0.6568603962659836,0.6716175297328404
she bop,cyndi lauper,1984,34,1,135.99917763157896,0.6477766854422433,-17.327816009521484,0.2302141636610031,0.0,0.9115666151046752,0.0,0.2924107177275464
borderline,madonna,1984,35,1,117.45383522727272,0.3732685089111328,-26.93560218811035,0.2045447379350662,0.0,0.3640739917755127,0.4538890123367309,0.6977690629835253
sunglasses at night,corey hart,1984,36,1,129.19921875,0.5779506138392857,-19.771728515625,0.2802151441574096,0.0,0.2145421355962753,0.678186796605587,0.2638741629464285
eyes without a face,billy idol,1984,37,1,86.1328125,0.6027001517159598,-18.905494689941406,0.2375424057245254,0.0,0.7975698709487915,0.0,0.1765389142717633
here comes the rain again,eurythmics,1984,38,1,123.046875,0.3692125047956194,-27.07756233215332,0.2698550522327423,0.0,0.662278950214386,0.006581574678421,0.7089429473876954
uptown girl,billy joel,1984,39,1,129.19921875,0.7208811623709542,-14.769159317016602,0.2139825075864792,0.0,1.0,0.0,0.7924602726527623
sister christian,night ranger,1984,40,1,184.5703125,0.4180914197649275,-25.36680030822754,0.1698205471038818,0.0,0.1638415455818176,0.7542376816272736,0.850554667881557
drive,the cars,1984,41,1,83.35433467741936,0.5815216064453125,-19.646743774414062,0.2168391346931457,0.0,0.43467578291893,0.3479863256216049,0.6663493241692469
twist of fate,olivia newton-john,1984,42,1,83.35433467741936,0.5942000797816686,-19.2029972076416,0.2801505029201507,0.0,0.6709905862808228,0.0,0.168885018836518
union of the snake,duran duran,1984,43,1,117.45383522727272,0.5273479461669922,-21.542821884155273,0.2465131133794784,0.0,1.0,0.0,0.7285849504346972
hard habit to break,chicago,1984,45,1,161.4990234375,0.4470620291573661,-24.352828979492188,0.1968138366937637,0.0,0.0874043032526969,0.8688935451209545,0.8069103131975447
the warrior,scandal featuring patty smyth,1984,46,1,123.046875,0.7643796103341239,-13.246713638305664,0.2204421758651733,0.0,0.4635027348995209,0.3047458976507187,0.7879763684953962
if ever youre in my arms again,peabo bryson,1984,47,1,95.703125,0.277197756086077,-30.298078536987305,0.2075562477111816,0.1703196959017917,0.398036241531372,0.4029456377029419,0.6319462476457869
automatic,the pointer sisters,1984,48,1,112.34714673913044,0.3568491799490792,-27.510278701782227,0.384039431810379,0.0,0.8378056883811951,0.0,0.1835422932879525
let the music play,shannon,1984,49,1,117.45383522727272,0.4817311423165457,-23.1394100189209,0.2727433741092682,0.0,1.0,0.0,0.7194615896646079
to all the girls ive loved before,julio iglesias & willie nelson,1984,50,1,83.35433467741936,0.4274106706891741,-25.040626525878903,0.2050834745168686,0.0,0.4103208184242248,0.3845187723636627,0.6355271370180191
thats all,genesis,1984,52,1,172.265625,0.5587764195033482,-20.442825317382812,0.2759464979171753,0.0,0.6731525659561157,0.0,0.3523244803292411
running with the night,lionel richie,1984,53,1,123.046875,0.2820656367710658,-30.127702713012695,0.2748135030269623,0.0,0.9300861954689026,0.0,0.6915135737827847
sad songs,elton john,1984,54,1,107.666015625,0.2571397508893694,-31.00010871887207,0.1957219988107681,0.0,0.9744679927825928,0.0,0.6535694122314453
i want a new drug,huey lewis & the news,1984,55,1,112.34714673913044,0.6982237952096122,-15.562167167663574,0.2342967987060547,0.0,0.6324590444564819,0.0513114333152771,0.2518172163400591
love is a battlefield,pat benatar,1984,57,1,92.28515625,0.7584431512015206,-13.454489707946776,0.2552568018436432,0.0,0.8014846444129944,0.0,0.2208711079188755
infatuation,rod stewart,1984,58,1,107.666015625,0.5579560961042132,-20.47153663635254,0.2490484565496444,0.0,0.5216034054756165,0.2175948917865753,0.713732681274414
legs,zz top,1984,60,1,123.046875,0.7610706056867327,-13.362528800964355,0.2626384198665619,0.0,0.4841235876083374,0.2738146185874939,0.287314567565918
love somebody,rick springfield,1984,62,1,135.99917763157896,0.6142908368791853,-18.499820709228516,0.1826492547988891,0.0,0.6809590458869934,0.0,0.7857135480149349
miss me blind,culture club,1984,63,1,123.046875,0.5301331656319754,-21.44533920288086,0.252511978149414,0.0,0.5500568151473999,0.1749147772789001,0.7411270795549665
if this is it,huey lewis & the news,1984,64,1,99.38401442307692,0.7044573375156947,-15.343993186950684,0.2205792218446731,0.0,0.4533043503761291,0.3200434744358063,0.7252857841240181
you might think,the cars,1984,65,1,135.99917763157896,0.5695479801722936,-20.065820693969727,0.2740910351276397,0.0,1.0,0.0,0.7767649766735565
lucky star,madonna,1984,66,1,117.45383522727272,0.5167963300432478,-21.912128448486328,0.2831583321094513,0.0,1.0,0.0,0.7264746272099483
cover me,bruce springsteen,1984,67,1,123.046875,0.5089111328125,-22.1881103515625,0.2183142453432083,0.0,0.8874388933181763,0.0,0.7368826729910715
cum on feel the noize,quiet riot,1984,68,1,143.5546875,0.5565640040806361,-20.520259857177734,0.2136812061071396,0.0,0.7283100485801697,0.0,0.2903585597446986
breakdance,irene cara,1984,69,1,129.19921875,0.5252014705113002,-21.617948532104492,0.3854404389858246,0.0,0.4210753738880157,0.3683869391679764,0.7533243342808315
they dont know,tracey ullman,1984,71,1,112.34714673913044,0.4833849770682198,-23.081525802612305,0.1879552751779556,0.0,0.795662522315979,0.0,0.7088494527117806
an innocent man,billy joel,1984,72,1,103.359375,0.4589597429547991,-23.93640899658203,0.2416882365942001,0.0,0.5679727792739868,0.1480408310890197,0.6847048950195312
cruel summer,bananarama,1984,73,1,107.666015625,0.6561585017613002,-17.034452438354492,0.2357733696699142,0.0,0.9212908148765564,0.0,0.2333731624058314
dance hall days,wang chung,1984,74,1,103.359375,0.7953203473772321,-12.163787841796877,0.2623485922813415,0.0,0.4218837320804596,0.3671744018793106,0.7519770159040178
im so excited,the pointer sisters,1984,76,1,92.28515625,0.5158875056675503,-21.943937301635746,0.3106472194194793,0.0,0.6215246915817261,0.0677129626274108,0.1723599788120814
i still cant get over loving you,ray parker jr.,1984,77,1,123.046875,0.0,-43.00325393676758,0.1851742416620254,0.0,0.8633081316947937,0.0,0.1351004464285714
holiday,madonna,1984,79,1,117.45383522727272,0.3588926587785993,-27.438756942749023,0.3276445269584656,0.0,0.6461746096611023,0.0307380855083465,0.1948938929570186
nobody told me,john lennon,1984,81,1,117.45383522727272,0.5655642918178013,-20.205249786376953,0.2426149249076843,0.0,0.4986310601234436,0.2520534098148346,0.2362282195648589
church of the poison mind,culture club,1984,82,1,129.19921875,0.4968448093959263,-22.610431671142575,0.2460400313138961,0.0,1.0,0.0,0.7476530020577568
think of laura,christopher cross,1984,83,1,86.1328125,0.4662400926862444,-23.681596755981445,0.2088232189416885,0.0,0.1339432150125503,0.7990851774811745,0.6492469024658203
time will reveal,debarge,1984,84,1,64.599609375,0.5063548496791295,-22.27758026123047,0.2437888234853744,0.0,0.2938856780529022,0.5591714829206467,0.6111272757393973
wrapped around your finger,the police,1984,85,1,129.19921875,0.5709423065185547,-20.017019271850582,0.297544926404953,0.0,0.3290633857250213,0.506404921412468,0.2624725014822824
round and round,ratt,1984,87,1,129.19921875,0.6774205344063895,-16.290281295776367,0.1984668523073196,0.0,1.0,0.0,0.7837681470598493
head over heels,go-go's,1984,88,1,78.30255681818181,0.5376194000244141,-21.183320999145508,0.2307007163763046,0.0,0.7989504337310791,0.0,0.6467436446152723
the longest time,billy joel,1984,89,1,83.35433467741936,0.6712450299944196,-16.506423950195312,0.2355910390615463,0.0,0.4631335139274597,0.3052997291088104,0.6842940088790682
tonight,kool & the gang,1984,90,1,123.046875,0.2632875714983259,-30.784934997558594,0.2607715725898742,0.0,0.6436014771461487,0.0345977842807769,0.6877579607282366
got a hold on me,christine mcvie,1984,91,1,129.19921875,0.2605879102434431,-30.879423141479492,0.2209925055503845,0.0,0.6984209418296814,0.0,0.7004016222272601
dancing in the sheets,shalamar,1984,92,1,123.046875,0.488202885219029,-22.912899017333984,0.3206232786178589,0.0,1.0,0.0,0.7327410234723772
undercover of the night,the rolling stones,1984,93,1,123.046875,0.4541414533342633,-24.10504913330078,0.2599426805973053,0.0,1.0,0.0,0.2259287370954241
on the dark side,john cafferty & the beaver brown band,1984,94,1,117.45383522727272,0.2507299150739397,-31.22445297241211,0.1945928335189819,0.0,0.3400096595287323,0.4899855107069015,0.6732613442160866
new moon on monday,duran duran,1984,95,1,123.046875,0.5207763126918248,-21.772829055786133,0.2638770639896393,0.0,1.0,0.0,0.2392557089669364
major tom,peter schilling,1984,96,1,161.4990234375,0.2453558785574776,-31.41254425048828,0.3614725768566131,0.0,0.5289137959480286,0.2066293060779571,0.766569083077567
magic,the cars,1984,97,1,117.45383522727272,0.4337935856410435,-24.817224502563477,0.1999715566635131,0.0,0.6280702948570251,0.0578945577144622,0.7098740783295074
when you close your eyes,night ranger,1984,98,1,143.5546875,0.4837096623011997,-23.070161819458008,0.1735804826021194,0.0,1.0,0.0,0.7757876913888114
rock me tonite,billy squier,1984,99,1,129.19921875,0.3973175593784877,-26.09388542175293,0.2668690383434295,0.0,1.0,0.0,0.727747552054269
yah mo be there,james ingram,1984,100,1,117.45383522727272,0.3797723497663225,-26.70796775817871,0.3826327621936798,0.0,0.8787834644317627,0.0,0.6990698311545632
like a virgin,madonna,1985,2,1,117.45383522727272,0.5667857578822545,-20.162498474121097,0.2754242122173309,0.0,0.7005855441093445,0.0,0.7364725127777496
wake me up before you gogo,wham!,1985,3,1,80.74951171875,0.5291598183768136,-21.479406356811523,0.2456349730491638,0.0,1.0,0.0,0.6502952030726842
i want to know what love is,foreigner,1985,4,1,80.74951171875,0.4683259691510881,-23.60859107971191,0.2501236796379089,0.0126482801680266,0.3204339742660522,0.5193490386009216,0.138128433227539
i feel for you,chaka khan,1985,5,1,123.046875,0.5739166804722378,-19.91291618347168,0.3120839893817901,0.0,1.0,0.0,0.249883782523019
everybody wants to rule the world,tears for fears,1985,7,1,112.34714673913044,0.5576241629464286,-20.483154296875,0.3096316158771515,0.0,0.4691990911960602,0.2962013632059097,0.2236972898874223
money for nothing,dire straits,1985,8,1,135.99917763157896,0.0,-40.78542709350586,0.1436051577329635,0.0083556644876688,0.1310041695833206,0.8034937456250191,0.1628553806390977
crazy for you,madonna,1985,9,1,95.703125,0.6017999921526228,-18.937000274658203,0.2283203452825546,0.0,0.3655716776847839,0.4516424834728241,0.696866694859096
take on me,a-ha,1985,10,1,83.35433467741936,0.5736551012311663,-19.92207145690918,0.319793164730072,0.0,1.0,0.0,0.1647760231264176
everytime you go away,paul young,1985,11,1,83.35433467741936,0.4888671875,-22.8896484375,0.230865016579628,0.0,0.6682723760604858,0.0,0.6478184403801843
easy lover,philip bailey,1985,12,1,129.19921875,0.58521363394601,-19.51752281188965,0.2086038440465927,0.0,1.0,0.0,0.7653267669677735
cant fight this feeling,reo speedwagon,1985,13,1,78.30255681818181,0.3331161499023437,-28.34093475341797,0.162917822599411,0.0,0.6520851850509644,0.0218722224235534,0.6058429945908583
we built this city,starship,1985,14,1,143.5546875,0.5444649287632534,-20.943727493286133,0.2426996231079101,0.0,0.4926542639732361,0.2610186040401459,0.7879387446812222
the power of love,huey lewis & the news,1985,15,1,117.45383522727272,0.4021332332066127,-25.925336837768555,0.2361477613449096,0.0,0.6572612524032593,0.014108121395111,0.7035420078426213
dont you,simple minds,1985,16,1,112.34714673913044,0.4240837097167969,-25.15707015991211,0.2460755705833435,0.0,1.0,0.0,0.196989199241496
cherish,kool & the gang,1985,17,1,95.703125,0.6195461273193359,-18.31588554382324,0.1791983842849731,0.0,0.3015551269054413,0.5476673096418381,0.2004159218924386
st elmos fire,john parr,1985,18,1,112.34714673913044,0.523653793334961,-21.672117233276367,0.2210002690553665,0.0,0.5445627570152283,0.1831558644771576,0.7169032159651288
the heat is on,glenn frey,1985,19,1,123.046875,0.5062265123639788,-22.282072067260746,0.2261722236871719,0.0,0.4933019578456878,0.2600470632314682,0.2363457489013672
we are the world,usa for africa,1985,20,1,151.99908088235293,0.3734817504882812,-26.928138732910156,0.1616824269294738,0.0,0.0800436288118362,0.8799345567822456,0.7718372377026983
shout,tears for fears,1985,21,1,99.38401442307692,0.4675606318882533,-23.635377883911133,0.2564193308353424,0.0,0.75201416015625,0.0,0.1779064429985297
parttime lover,stevie wonder,1985,22,1,86.1328125,0.57272218976702,-19.954723358154297,0.2726124823093414,0.0,0.9945917129516602,0.0,0.1705433218819754
saving all my love for you,whitney houston,1985,23,1,198.76802884615384,0.1180646623883928,-35.86773681640625,0.189466968178749,0.0,1.0,0.0,0.8209729942908655
heaven,bryan adams,1985,24,1,92.28515625,0.6816654205322266,-16.14171028137207,0.1707336157560348,0.1188518284154795,0.0462598875164985,0.9306101687252522,0.7055155617850167
everything she wants,wham!,1985,25,1,117.45383522727272,0.3768043518066406,-26.811847686767575,0.2868612706661224,0.0,0.8946738839149475,0.0,0.6984762315626268
cool it now,new edition,1985,26,1,117.45383522727272,0.2579769679478236,-30.970806121826172,0.3335782289505005,0.0,1.0,0.0,0.1747107547908634
miami vice theme,jan hammer,1985,27,1,151.99908088235293,0.4437780107770647,-24.467769622802734,0.266955018043518,0.0,1.0,0.0,0.785896489760455
loverboy,billy ocean,1985,28,1,135.99917763157896,0.4469446454729353,-24.356937408447266,0.1647844314575195,0.0,0.3969500064849853,0.404574990272522,0.2522443097336848
lover girl,teena marie,1985,29,1,123.046875,0.6950042724609375,-15.674850463867188,0.2788717150688171,0.0,0.4983015954494476,0.2525476068258285,0.7741013009207589
you belong to the city,glenn frey,1985,30,1,78.30255681818181,0.3272647857666015,-28.545732498168945,0.1667958498001098,0.0,0.0915258005261421,0.8627112992107868,0.6046727217637099
oh sheila,ready for the world,1985,31,1,64.599609375,0.4135334014892578,-25.526330947875977,0.3405912220478058,0.0,1.0,0.0,0.592562986101423
rhythm of the night,debarge,1985,32,1,117.45383522727272,0.3884696415492466,-26.403562545776367,0.3316250443458557,0.0,1.0,0.0,0.7008092895111481
one more night,phil collins,1985,33,1,67.99958881578948,0.6788933890206473,-16.238731384277344,0.2341576963663101,0.0306735318634829,0.0990207269787788,0.8514689095318317,0.652920653837964
sea of love,the honeydrippers,1985,34,1,83.35433467741936,0.3222259521484375,-28.722091674804688,0.1785826832056045,0.0,1.0,0.0,0.6144901933098719
a view to a kill,duran duran,1985,35,1,123.046875,0.395131356375558,-26.17040252685547,0.2572138607501983,0.0,1.0,0.0,0.214126717703683
the wild boys,duran duran,1985,36,1,117.45383522727272,0.4841434478759766,-23.05497932434082,0.3062344789505005,0.0,0.7170373797416687,0.0,0.719944050776494
youre the inspiration,chicago,1985,37,1,73.828125,0.5021071297781808,-22.426250457763672,0.172598049044609,0.0,0.1134834066033363,0.8297748900949955,0.1300531223842076
neutron dance,the pointer sisters,1985,38,1,103.359375,0.5768148149762835,-19.81148147583008,0.3207968771457672,0.0,1.0,0.0,0.7082759094238281
we belong,pat benatar,1985,39,1,135.99917763157896,0.4814038957868303,-23.150863647460938,0.3216574192047119,0.0,0.2495836764574051,0.6256244853138924,0.7591361597964639
nightshift,commodores,1985,40,1,103.359375,0.3899557931082589,-26.351547241210938,0.3333896100521087,0.0,0.6785837411880493,0.0,0.6709041050502231
things can only get better,howard jones,1985,41,1,107.666015625,0.5398194994245257,-21.1063175201416,0.2113451510667801,0.0,0.817799985408783,0.0,0.7101053619384766
all i need,jack wagner,1985,42,1,95.703125,0.381095722743443,-26.661649703979492,0.1690416187047958,0.0,0.0927469655871391,0.8608795516192913,0.65272584097726
freeway of love,aretha franklin,1985,43,1,123.046875,0.6972027369907924,-15.597904205322266,0.2452456951141357,0.0,1.0,0.0,0.7745409938267299
never surrender,corey hart,1985,44,1,103.359375,0.620546395438058,-18.28087615966797,0.1799541562795639,0.0810966878515314,0.1629360020160675,0.7555959969758987,0.717022225516183
sussudio,phil collins,1985,45,1,123.046875,0.4459039415631975,-24.39336204528809,0.2970381379127502,0.0,1.0,0.0,0.2242812347412109
strut,sheena easton,1985,46,1,117.45383522727272,0.490475354875837,-22.833362579345703,0.30350062251091,0.0,1.0,0.0,0.2212104321764661
you give good love,whitney houston,1985,47,1,151.99908088235293,0.3632322038922991,-27.28687286376953,0.2108119279146194,0.0,1.0,0.0,0.7697873283835018
the search is over,survivor,1985,48,1,123.046875,0.097413090297154,-36.59054183959961,0.1649530231952667,0.0,0.1901534348726272,0.7147698476910591,0.1545830644880022
missing you,diana ross,1985,49,1,86.1328125,0.1622008187430245,-34.32297134399414,0.1958467960357666,0.0,0.2094862759113311,0.6857705861330032,0.5884390476771764
raspberry beret,prince and the revolution,1985,51,1,123.046875,0.5317852565220424,-21.387516021728516,0.34478560090065,0.0,1.0,0.0,0.74145749773298
suddenly,billy ocean,1985,52,1,64.599609375,0.3752305712018694,-26.86693000793457,0.22441166639328,0.0,0.2373021095991134,0.6440468356013298,0.5849024200439453
the boys of summer,don henley,1985,53,1,89.10290948275862,0.3623505728585379,-27.317729949951172,0.3082224428653717,0.0,1.0,0.0,0.6348334920347618
one night in bangkok,murray head,1985,54,1,117.45383522727272,0.2618337903703962,-30.835817337036133,0.1661909222602844,0.0,0.6540942788124084,0.0188585817813873,0.6754821192753779
if you love somebody set them free,sting,1985,55,1,63.02400914634146,0.5188032967703683,-21.84188461303711,0.2162645012140274,0.0,0.7487350106239319,0.0,0.6102406789533767
obsession,animotion,1985,56,1,112.34714673913044,0.5516427721296038,-20.692502975463867,0.3332050144672394,0.0,0.7627130746841431,0.0,0.2225010117240574
we dont need another hero,tina turner,1985,57,1,99.38401442307692,0.6277547018868582,-18.02858543395996,0.3548771440982818,0.0,0.3618514537811279,0.4572228193283081,0.7099452569982508
material girl,madonna,1985,58,1,135.99917763157896,0.490413338797433,-22.835533142089844,0.3237039446830749,0.0,1.0,0.0,0.7609380483985844
better be good to me,tina turner,1985,59,1,123.046875,0.5790343693324498,-19.733797073364254,0.2421427369117736,0.0,0.9423043727874756,0.0,0.7509073202950614
head over heels,tears for fears,1985,60,1,95.703125,0.7572549819946289,-13.496075630187988,0.189803346991539,0.0,0.1025809273123741,0.8461286090314388,0.7279576928274972
axel f,harold faltermeyer,1985,61,1,117.45383522727272,0.431390380859375,-24.901336669921875,0.3085869252681732,0.0,0.5557059645652771,0.1664410531520843,0.2093934373731737
smooth operator,sade,1985,62,1,117.45383522727272,0.639403097970145,-17.620891571044922,0.3320194482803345,0.0,0.5026076436042786,0.2460885345935821,0.2509959807953277
in my house,mary jane girls,1985,63,1,117.45383522727272,0.5051878247942243,-22.31842613220215,0.2414377927780151,0.0,1.0,0.0,0.7241529261601436
kiss me,phil collins,1985,64,1,135.99917763157896,0.658816146850586,-16.941434860229492,0.2304400652647018,0.0,0.2800078392028808,0.5799882411956787,0.794618610009215
all through the night,cyndi lauper,1985,65,1,95.703125,0.4858331952776227,-22.995838165283203,0.2966686487197876,0.0,0.9700165390968324,0.0,0.673673335484096
run to you,bryan adams,1985,66,1,129.19921875,0.7199820109776088,-14.800629615783691,0.2148129343986511,0.0,0.4796459078788757,0.2805311381816864,0.7922804423740932
glory days,bruce springsteen,1985,67,1,117.45383522727272,0.6898615428379604,-15.854846000671388,0.1996169835329055,0.0,0.7182055711746216,0.0,0.7610876697688909
misled,kool & the gang,1985,69,1,123.046875,0.5471129826136998,-20.851045608520508,0.3114519715309143,0.0,0.935400664806366,0.0,0.2445230429513114
would i lie to you,eurythmics,1985,70,1,129.19921875,0.6910774775913784,-15.812288284301758,0.2236867398023605,0.0,0.6093270182609558,0.0860094726085662,0.7864995356968472
be near me,abc,1985,71,1,123.046875,0.117410169328962,-35.89064407348633,0.2293281704187393,0.0,1.0,0.0,0.6585824802943638
no more lonely nights,paul mccartney,1985,72,1,83.35433467741936,0.3025585174560546,-29.41045188903809,0.2382110357284546,0.0,0.3694765567779541,0.4457851648330688,0.6105567063713953
i cant hold back,survivor,1985,73,1,143.5546875,0.2887325286865234,-29.89436149597168,0.1838369518518448,0.0,0.2960700094699859,0.5558949857950211,0.7367922646658761
freedom,wham!,1985,76,1,135.99917763157896,0.6733297620500837,-16.43345832824707,0.222842201590538,0.0,0.7679867744445801,0.0,0.7975213330491145
too late for goodbyes,julian lennon,1985,77,1,123.046875,0.6354210989815848,-17.76026153564453,0.2924109399318695,0.0,0.5390564799308777,0.1914152801036834,0.7621846662248885
valotte,julian lennon,1985,78,1,71.77734375,0.3555764879499163,-27.55482292175293,0.1843525916337967,0.0,0.8146229982376099,0.0,0.0963524627685546
some like it hot,the power station,1985,79,1,123.046875,0.5313262394496373,-21.403581619262695,0.3135440945625305,0.0,1.0,0.0,0.2413656943184989
solid,ashford & simpson,1985,80,1,99.38401442307692,0.4924760546003069,-22.763338088989254,0.3035212755203247,0.0,0.8962571024894714,0.0,0.6828895275409406
angel,madonna,1985,81,1,135.99917763157896,0.3034886496407645,-29.37789726257324,0.2818590104579925,0.0,0.438684344291687,0.3419734835624695,0.2235531105672506
im on fire,bruce springsteen,1985,82,1,89.10290948275862,0.4115624019077846,-25.59531593322754,0.2765595614910126,0.0,0.2002827376127243,0.6995758935809135,0.1446758578446111
whos holding donna now,debarge,1985,85,1,89.10290948275862,0.3101583208356585,-29.144458770751953,0.2162369489669799,0.0,0.177276000380516,0.7340859994292259,0.6243950416301859
what about love,heart,1985,87,1,80.74951171875,0.5461336408342634,-20.88532257080078,0.17320416867733,0.0,0.5727221965789795,0.1409167051315307,0.1536899675641741
california girls,david lee roth,1985,88,1,117.45383522727272,0.4970081329345703,-22.60471534729004,0.1931636184453964,0.0,0.2785891592502594,0.5821162611246109,0.7225169877882128
fresh,kool & the gang,1985,89,1,117.45383522727272,0.608857672555106,-18.68998146057129,0.3726621568202972,0.0,1.0,0.0,0.2448868957123199
do what you do,jermaine jackson,1985,90,1,112.34714673913044,0.6901717049734933,-15.843990325927734,0.2964214980602264,0.0,0.1313770562410354,0.8029344156384468,0.2502067982928353
jungle love,the time,1985,91,1,117.45383522727272,0.226280539376395,-32.08018112182617,0.2481914907693863,0.0,1.0,0.0,0.6683714690765777
born in the usa,bruce springsteen,1985,92,1,58.72691761363637,0.5368531908307757,-21.21013832092285,0.2063352912664413,0.0,1.0,0.0,0.6073706381661551
private dancer,tina turner,1985,93,1,112.34714673913044,0.4589062826974051,-23.93828010559082,0.2086075097322464,0.0,0.1248326078057289,0.8127510882914066,0.2039537138376176
whos zoomin who,aretha franklin,1985,94,1,107.666015625,0.524347632271903,-21.6478328704834,0.2737243473529815,0.0,0.8956111669540405,0.0,0.207010988507952
fortress around your heart,sting,1985,95,1,123.046875,0.4101240430559431,-25.645658493041992,0.2196853011846542,0.0,0.1757080405950546,0.7364379391074181,0.7171252550397601
penny lover,lionel richie,1985,96,1,95.703125,0.2916976383754185,-29.79058265686035,0.2765916883945465,0.0,0.6702984571456909,0.0,0.6348462241036551
all she wants to do is dance,don henley,1985,97,1,112.34714673913044,0.6205945151192801,-18.279191970825195,0.233523353934288,0.0,0.7811080813407898,0.0,0.7362913603219927
sentimental street,night ranger,1985,99,1,99.38401442307692,0.4512704031808036,-24.205535888671875,0.1792568117380142,0.0,0.5763075947761536,0.1355386078357696,0.6746483972570398
sugar walls,sheena easton,1985,100,1,129.19921875,0.4775445120675223,-23.28594207763672,0.2577408254146576,0.0,1.0,0.0,0.743792942592076
thats what friends are for,"dionne & friends featuring elton john, gladys knight and stevie wonder",1986,1,1,117.45383522727272,0.2920952388218471,-29.77666664123535,0.2052391767501831,0.0,0.0999731943011283,0.8500402085483074,0.6815344089656682
i miss you,klymaxx,1986,3,1,69.83741554054055,0.2453148978097098,-31.413978576660156,0.1667360067367553,0.0,0.4162103533744812,0.3756844699382782,0.5701431557202431
on my own,patti labelle & michael mcdonald,1986,4,1,92.28515625,0.6095146724155971,-18.6669864654541,0.2305914014577865,0.0,0.3623258769512176,0.4565111845731735,0.1910854121616908
broken wings,mr. mister,1986,5,1,99.38401442307692,0.2831269400460379,-30.090557098388672,0.2467885762453079,0.0,0.4677407741546631,0.2983888387680053,0.6410197046300867
how will i know,whitney houston,1986,6,1,117.45383522727272,0.4651739937918527,-23.718910217285156,0.3183887302875519,0.0,1.0,0.0,0.7161501599596692
party all the time,eddie murphy,1986,7,1,135.99917763157896,0.634180395943778,-17.803686141967773,0.2682449221611023,0.0,1.0,0.0,0.2896914598278533
burning heart,survivor,1986,8,1,99.38401442307692,0.4436603546142578,-24.471887588500977,0.2045918256044387,0.0,0.7843447923660278,0.0,0.1731263875437306
kyrie,mr. mister,1986,9,1,107.666015625,0.1554986136300223,-34.55754852294922,0.1650682836771011,0.0,1.0,0.0,0.6332411847795759
addicted to love,robert palmer,1986,10,1,112.34714673913044,0.5455709729875837,-20.90501594543457,0.2417056113481521,0.0,0.9981871247291564,0.0,0.7212866518956533
greatest love of all,whitney houston,1986,11,1,129.19921875,0.4366303580147879,-24.717937469482425,0.2154038399457931,0.0,0.2634670734405517,0.6047993898391724,0.735610111781529
secret lovers,atlantic starr,1986,12,1,80.74951171875,0.4140369415283203,-25.50870704650879,0.2738790810108185,0.0,0.7384958863258362,0.0,0.6272706277029855
friends and lovers,carl anderson & gloria loring,1986,13,1,107.666015625,0.3426994323730469,-28.00551986694336,0.1938428878784179,0.0,0.1879142075777053,0.7181286886334419,0.6706813485281808
west end girls,pet shop boys,1986,15,1,112.34714673913044,0.2662764413016183,-30.68032455444336,0.193052276968956,0.0,1.0,0.0,0.1654277455584603
therell be sad songs,billy ocean,1986,16,1,80.74951171875,0.0749414716448102,-37.37704849243164,0.1901697516441345,0.0,0.388482928276062,0.417275607585907,0.5594515337262835
alive  kicking,simple minds,1986,17,1,103.359375,0.2495442526681082,-31.26595115661621,0.2258763462305069,0.0,0.9620577692985536,0.0,0.642821796962193
never,heart,1986,18,1,95.703125,0.5012017386300224,-22.45793914794922,0.210893377661705,0.0,0.8286335468292236,0.0,0.676747044154576
kiss,prince and the revolution,1986,19,1,112.34714673913044,0.2688223702566964,-30.591217041015625,0.4442825019359588,0.0,1.0,0.0,0.1659369313494759
higher love,steve winwood,1986,20,1,99.38401442307692,0.3612665993826729,-27.355669021606445,0.3488672971725464,0.0,1.0,0.0,0.1566476364974137
stuck with you,huey lewis & the news,1986,21,1,123.046875,0.6972594397408621,-15.595919609069824,0.2527507841587066,0.0,0.6290371417999268,0.0564442873001098,0.7745523343767439
holding back the years,simply red,1986,22,1,172.265625,0.5558627537318639,-20.54480361938477,0.1943821758031845,0.2763322295311083,0.1024836301803588,0.8462745547294617,0.8517417471749442
sledgehammer,peter gabriel,1986,23,1,95.703125,0.0,-42.04255676269531,0.1538203507661819,0.0,0.7438860535621643,0.0,0.5765066964285714
sara,starship,1986,24,1,99.38401442307692,0.3442150660923549,-27.952472686767575,0.2112417966127395,0.0,0.771452784538269,0.0,0.6532373298393501
human,the human league,1986,25,1,103.359375,0.6249251229422433,-18.127620697021484,0.2286121249198913,0.0,0.5302088260650635,0.2046867609024047,0.7178979710170201
i cant wait,nu shooz,1986,26,1,103.359375,0.4092414311000279,-25.676549911499023,0.285453736782074,0.0,0.8477169275283813,0.0,0.174761232648577
rock me amadeus,falco,1986,28,1,172.265625,0.6824841635567801,-16.113054275512695,0.3141488134860992,0.0,1.0,0.0,0.3770660291399274
papa dont preach,madonna,1986,29,1,123.046875,0.3430769784109933,-27.99230575561523,0.2433132529258728,0.0,0.512309193611145,0.2315362095832824,0.2037158421107701
you give love a bad name,bon jovi,1986,30,1,123.046875,0.5670805794852121,-20.152179718017575,0.1933121234178543,0.0,1.0,0.0,0.2485165623256138
